Perfil Twitter,Mensagem de Erro,Análise Total,Análise Amigos,Análise Temporal,Análise Rede,Análise Sentimento,URL do Perfil,Avatar do Perfil,ID do Usuário,Nome do Usuário,Criação da conta,Seguindo,Seguidores,Número de Tweets,Hashtags Recentes,Menções Recentes,Usou Cache
HaddadRuy,,37.06,,,,,,,,,,,,,,,
Maisumaanonima,,37.05,,,,,,,,,,,,,,,
daysegbarreto,,37.05,,,,,,,,,,,,,,,
marcos_a_silva,,37.04,,,,,,,,,,,,,,,
PinonFN,,37.04,,,,,,,,,,,,,,,
murilooramos,,37.02,,,,,,,,,,,,,,,
gutogoleiro,,37.02,,,,,,,,,,,,,,,
torvsbr,,37.02,,,,,,,,,,,,,,,
fabio_sudati,,37.01,,,,,,,,,,,,,,,
prof_kasus,,37.0,,,,,,,,,,,,,,,
Desesquerdizada,,36.97,,,,,,,,,,,,,,,
RosaliaThomsen,,36.96,,,,,,,,,,,,,,,
Marcos1259,,36.95,,,,,,,,,,,,,,,
Paulo_Cripto,,36.94,,,,,,,,,,,,,,,
KateBranes,,36.94,,,,,,,,,,,,,,,
T_REX77,,36.89,,,,,,,,,,,,,,,
thomaizzinho,,36.89,,,,,,,,,,,,,,,
FidelisPaulo,,36.87,,,,,,,,,,,,,,,
PauloNu71811076,,36.87,,,,,,,,,,,,,,,
TEREZINHANOGU16,,36.86,,,,,,,,,,,,,,,
CarlosM52379667,,36.82,,,,,,,,,,,,,,,
JANGELO999,,36.81,,,,,,,,,,,,,,,
Carlos_galo_13,,36.81,,,,,,,,,,,,,,,
ALEXFELIXDOSSA4,,36.8,,,,,,,,,,,,,,,
j0s3773,,36.8,,,,,,,,,,,,,,,
EumesmaRoberta,,36.79,,,,,,,,,,,,,,,
ElinesLino,,36.78,,,,,,,,,,,,,,,
CassiaR57,,36.75,,,,,,,,,,,,,,,
elmarfernandes1,,36.74,,,,,,,,,,,,,,,
amigo4251,,36.71,,,,,,,,,,,,,,,
MedeirosLiriam,,36.71,,,,,,,,,,,,,,,
Josyoliveira202,,36.71,,,,,,,,,,,,,,,
MiltonBatista08,,36.7,,,,,,,,,,,,,,,
AlexandreRoman3,,36.68,,,,,,,,,,,,,,,
paulojaques04,,36.68,,,,,,,,,,,,,,,
guiiamarall1,,36.68,,,,,,,,,,,,,,,
sandralife100,,36.67,,,,,,,,,,,,,,,
Vamoslabrasil2,,36.64,,,,,,,,,,,,,,,
AlePalmeiras22,,36.63,,,,,,,,,,,,,,,
DaltonMeGa01,,36.63,,,,,,,,,,,,,,,
MarceloMadeira9,,36.59,,,,,,,,,,,,,,,
alexelsenbach,,36.59,,,,,,,,,,,,,,,
dinielsouza1,,36.57,,,,,,,,,,,,,,,
RaquelNorbert22,,36.55,,,,,,,,,,,,,,,
AlTrezAs,,36.54,,,,,,,,,,,,,,,
GodoiAline,,36.53,,,,,,,,,,,,,,,
brunopletz1,,36.52,,,,,,,,,,,,,,,
VeraCamargo20,,36.5,,,,,,,,,,,,,,,
PeloBrasil7,,36.48,,,,,,,,,,,,,,,
CidaFreitas17,,36.46,,,,,,,,,,,,,,,
PatrciaQuintin5,,36.43,,,,,,,,,,,,,,,
mfchies,,36.41,,,,,,,,,,,,,,,
RSchauberlay,,36.4,,,,,,,,,,,,,,,
LFS_1996,,36.38,,,,,,,,,,,,,,,
Patipantolfi,,36.38,,,,,,,,,,,,,,,
fabiodromero,,36.35,,,,,,,,,,,,,,,
Robsontatumedei,,36.34,,,,,,,,,,,,,,,
flavio_trezza,,36.31,,,,,,,,,,,,,,,
ideiasrevoltas,,36.3,,,,,,,,,,,,,,,
hyronfla,,36.26,,,,,,,,,,,,,,,
AOraveis,,36.26,,,,,,,,,,,,,,,
valmira_almeida,,36.22,,,,,,,,,,,,,,,
ManoelBrasil12,,36.22,,,,,,,,,,,,,,,
JurgensenSergio,,36.21,,,,,,,,,,,,,,,
_tassiasilva,,36.19,,,,,,,,,,,,,,,
EduardoFRangel3,,36.16,,,,,,,,,,,,,,,
Rasec530801nill,,36.15,,,,,,,,,,,,,,,
joao11flamengo,,36.15,,,,,,,,,,,,,,,
Lipes1v,,36.14,,,,,,,,,,,,,,,
claudiosouzaar1,,36.13,,,,,,,,,,,,,,,
CostaBrasil2022,,36.13,,,,,,,,,,,,,,,
Dionesantoss,,36.12,,,,,,,,,,,,,,,
EloiDuarte2,,36.11,,,,,,,,,,,,,,,
engrobertosilva,,36.11,,,,,,,,,,,,,,,
gonzagacoura,,36.11,,,,,,,,,,,,,,,
kara_depau,,36.11,,,,,,,,,,,,,,,
MrSantisp,,36.1,,,,,,,,,,,,,,,
Paulo_Nehme,,36.1,,,,,,,,,,,,,,,
RafaelC58854395,,36.09,,,,,,,,,,,,,,,
RenataReginaXa1,,36.01,,,,,,,,,,,,,,,
criss_cristane,,35.99,,,,,,,,,,,,,,,
b1l4,,35.98,,,,,,,,,,,,,,,
AnaMariaDonato5,,35.97,,,,,,,,,,,,,,,
thiagofillipe,,35.97,,,,,,,,,,,,,,,
elomart95177062,,35.95,,,,,,,,,,,,,,,
H__PS2,,35.94,,,,,,,,,,,,,,,
paty__br,,35.91,,,,,,,,,,,,,,,
MarcioAkel,,35.87,,,,,,,,,,,,,,,
Fabiana37077236,,35.86,,,,,,,,,,,,,,,
mfdsvc,,35.86,,,,,,,,,,,,,,,
AndersonKbral8,,35.85,,,,,,,,,,,,,,,
GARCEZ18287488,,35.83,,,,,,,,,,,,,,,
mendesss_jaque,,35.82,,,,,,,,,,,,,,,
VilsonPereira4,,35.82,,,,,,,,,,,,,,,
Zorra_rs,,35.81,,,,,,,,,,,,,,,
Rafael4200,,35.79,,,,,,,,,,,,,,,
LuisTol93994107,,35.78,,,,,,,,,,,,,,,
JaraGabriel4,,35.77,,,,,,,,,,,,,,,
BonaniBruno,,35.76,,,,,,,,,,,,,,,
ArmadaDenise,,35.71,,,,,,,,,,,,,,,
DoraCavalcanti1,,35.71,,,,,,,,,,,,,,,
suraiastrabulsi,,35.69,,,,,,,,,,,,,,,
Jouberth19,,35.65,,,,,,,,,,,,,,,
MarcosGuelfi3,,35.63,,,,,,,,,,,,,,,
renatopmichelin,,35.63,,,,,,,,,,,,,,,
Leonolli41,,35.62,,,,,,,,,,,,,,,
WelisonSouza01,,35.6,,,,,,,,,,,,,,,
jaime_petroli,,35.6,,,,,,,,,,,,,,,
palhaco_nojento,,35.6,,,,,,,,,,,,,,,
adrianadospass1,,35.58,,,,,,,,,,,,,,,
beneditoscunha,,35.58,,,,,,,,,,,,,,,
MarcosRomuloMr,,35.58,,,,,,,,,,,,,,,
cnrapha,,35.57,,,,,,,,,,,,,,,
NacaoLiberta,,35.54,,,,,,,,,,,,,,,
fafapadua,,35.52,,,,,,,,,,,,,,,
maiaskip,,35.52,,,,,,,,,,,,,,,
BAmostra,,35.52,,,,,,,,,,,,,,,
Ana25Ams,,35.52,,,,,,,,,,,,,,,
GabinetedoMeme1,,35.49,,,,,,,,,,,,,,,
JonadaqueCosta,,35.48,,,,,,,,,,,,,,,
SoaresVanessaC,,35.47,,,,,,,,,,,,,,,
binafantini,,35.44,,,,,,,,,,,,,,,
soaresmilano,,35.43,,,,,,,,,,,,,,,
sussouza,,35.43,,,,,,,,,,,,,,,
MarciaPessoa15,,35.42,,,,,,,,,,,,,,,
BarbozaalbertoA,,35.4,,,,,,,,,,,,,,,
stellappetrocch,,35.38,,,,,,,,,,,,,,,
tibola_mateus,,35.37,,,,,,,,,,,,,,,
SaranCunha,,35.36,,,,,,,,,,,,,,,
Cruelmar,,35.35,,,,,,,,,,,,,,,
rclipe23,,35.34,,,,,,,,,,,,,,,
IanakFim,,35.34,,,,,,,,,,,,,,,
Jeffers84153096,,35.33,,,,,,,,,,,,,,,
decastro_1980,,35.33,,,,,,,,,,,,,,,
Luladro13,,35.32,,,,,,,,,,,,,,,
PioliRodrigo,,35.28,,,,,,,,,,,,,,,
mvgf66,,35.28,,,,,,,,,,,,,,,
liasanti07,,35.27,,,,,,,,,,,,,,,
mpedran,,35.26,,,,,,,,,,,,,,,
Alexandra7Seven,,35.26,,,,,,,,,,,,,,,
marcoshenkell,,35.25,,,,,,,,,,,,,,,
CideCampos,,35.25,,,,,,,,,,,,,,,
souto_rangel,,35.24,,,,,,,,,,,,,,,
ReDominguez_22,,35.21,,,,,,,,,,,,,,,
decodosantos,,35.19,,,,,,,,,,,,,,,
LeonardoA2022,,35.17,,,,,,,,,,,,,,,
Kellysudo,,35.15,,,,,,,,,,,,,,,
fasterscape,,35.12,,,,,,,,,,,,,,,
pbalth8,,35.11,,,,,,,,,,,,,,,
andrezacrica,,35.09,,,,,,,,,,,,,,,
ObeidSant,,35.07,,,,,,,,,,,,,,,
urair,,35.05,,,,,,,,,,,,,,,
AnaLucia_Aloha,,35.01,,,,,,,,,,,,,,,
juliofr92759782,,35.01,,,,,,,,,,,,,,,
Nelson80518146,,35.0,,,,,,,,,,,,,,,
DanielI29875281,,34.94,,,,,,,,,,,,,,,
Carlosemmoraes,,34.92,,,,,,,,,,,,,,,
portinfernoGame,,34.91,,,,,,,,,,,,,,,
LucasSi53970876,,34.9,,,,,,,,,,,,,,,
MariaCleusaGCR2,,34.89,,,,,,,,,,,,,,,
Elianeagomess,,34.85,,,,,,,,,,,,,,,
wellterra74,,34.8,,,,,,,,,,,,,,,
melkzedequegnf,,34.8,,,,,,,,,,,,,,,
TheZaitt,,34.8,,,,,,,,,,,,,,,
ElisiarioLua,,34.79,,,,,,,,,,,,,,,
karenserendipi1,,34.76,,,,,,,,,,,,,,,
HerissonPiment1,,34.76,,,,,,,,,,,,,,,
roddrigoleao,,34.74,,,,,,,,,,,,,,,
Zapneto,,34.73,,,,,,,,,,,,,,,
2Brasilandia,,34.72,,,,,,,,,,,,,,,
Sippedie,,34.72,,,,,,,,,,,,,,,
xavante21,,34.7,,,,,,,,,,,,,,,
RogerioMoreira5,,34.66,,,,,,,,,,,,,,,
MARceloVIanaM,,34.64,,,,,,,,,,,,,,,
Cristin69141948,,34.63,,,,,,,,,,,,,,,
pedroalesimoes,,34.63,,,,,,,,,,,,,,,
cassiusassis,,34.62,,,,,,,,,,,,,,,
Leonard96326271,,34.6,,,,,,,,,,,,,,,
renataluzardo,,34.59,,,,,,,,,,,,,,,
mgtone,,34.58,,,,,,,,,,,,,,,
movimentoconser,,34.57,,,,,,,,,,,,,,,
BolsoringaLim,,34.56,,,,,,,,,,,,,,,
Cauneto,,34.56,,,,,,,,,,,,,,,
HiltonCruz9,,34.49,,,,,,,,,,,,,,,
Eu_andrebass,,34.48,,,,,,,,,,,,,,,
armani_rabaioli,,34.45,,,,,,,,,,,,,,,
Armando62832601,,34.43,,,,,,,,,,,,,,,
Alexand37584492,,34.4,,,,,,,,,,,,,,,
DuduValdeus,,34.4,,,,,,,,,,,,,,,
QuaseTudo2_2,,34.4,,,,,,,,,,,,,,,
marcinhapabreu,,34.39,,,,,,,,,,,,,,,
SidneiS61383534,,34.36,,,,,,,,,,,,,,,
ancelmo_valter,,34.34,,,,,,,,,,,,,,,
VilmaThomasCos1,,34.29,,,,,,,,,,,,,,,
DijairFerreira,,34.29,,,,,,,,,,,,,,,
Sofaprotagonist,,34.27,,,,,,,,,,,,,,,
rafasssssss,,34.26,,,,,,,,,,,,,,,
Flavihp1,,34.25,,,,,,,,,,,,,,,
ineslustosa,,34.25,,,,,,,,,,,,,,,
EliasRidan,,34.21,,,,,,,,,,,,,,,
IvaniJuliaAndr1,,34.21,,,,,,,,,,,,,,,
Neuilly39868830,,34.19,,,,,,,,,,,,,,,
eguarda,,34.19,,,,,,,,,,,,,,,
ariovaldo_leite,,34.19,,,,,,,,,,,,,,,
NNadtyd,,34.17,,,,,,,,,,,,,,,
renata_pereda,,34.16,,,,,,,,,,,,,,,
RacingBrito,,34.15,,,,,,,,,,,,,,,
Marcus_Tourinho,,34.11,,,,,,,,,,,,,,,
ZQueFaz1,,34.09,,,,,,,,,,,,,,,
paulooasqueiro,,34.09,,,,,,,,,,,,,,,
Felipe77927374,,34.06,,,,,,,,,,,,,,,
allanrendeiro,,34.05,,,,,,,,,,,,,,,
ricardocaixe,,34.04,,,,,,,,,,,,,,,
Ricardo97292468,,34.03,,,,,,,,,,,,,,,
DhaliaPurple,,34.03,,,,,,,,,,,,,,,
le163,,34.02,,,,,,,,,,,,,,,
alzenir_gaigher,,34.0,,,,,,,,,,,,,,,
marcoaurelio969,,33.98,,,,,,,,,,,,,,,
figueiral2010,,33.95,,,,,,,,,,,,,,,
GDoug32527342,,33.94,,,,,,,,,,,,,,,
deconauta,,33.93,,,,,,,,,,,,,,,
felizardoFeliz2,,33.88,,,,,,,,,,,,,,,
dedojunto,,33.88,,,,,,,,,,,,,,,
leilynovais,,33.85,,,,,,,,,,,,,,,
LeonardoAR02,,33.84,,,,,,,,,,,,,,,
FLAocta64,,33.83,,,,,,,,,,,,,,,
pirashow,,33.8,,,,,,,,,,,,,,,
WASHING32286107,,33.76,,,,,,,,,,,,,,,
Marcelosuzart1,,33.75,,,,,,,,,,,,,,,
Julia_BR_,,33.75,,,,,,,,,,,,,,,
RCristinaSS,,33.75,,,,,,,,,,,,,,,
jszap,,33.72,,,,,,,,,,,,,,,
Mavijr3,,33.7,,,,,,,,,,,,,,,
EL_GRA_CO,,33.69,,,,,,,,,,,,,,,
Leticiacgpsico,,33.69,,,,,,,,,,,,,,,
JacianoGuitar,,33.68,,,,,,,,,,,,,,,
DanielGomes_22,,33.68,,,,,,,,,,,,,,,
cesargutierre4,,33.66,,,,,,,,,,,,,,,
Fabio_Souza08,,33.65,,,,,,,,,,,,,,,
pessoa_marcus,,33.65,,,,,,,,,,,,,,,
viana_lapolli,,33.64,,,,,,,,,,,,,,,
MarinGalileu,,33.64,,,,,,,,,,,,,,,
LuizQuaglia,,33.63,,,,,,,,,,,,,,,
MeneghelTonon,,33.58,,,,,,,,,,,,,,,
alfanr01,,33.56,,,,,,,,,,,,,,,
wys4ky,,33.54,,,,,,,,,,,,,,,
kratosdaniel22,,33.53,,,,,,,,,,,,,,,
Atom0008,,33.52,,,,,,,,,,,,,,,
Amarildodoprad1,,33.48,,,,,,,,,,,,,,,
AngieMe33017958,,33.47,,,,,,,,,,,,,,,
niltonsantoss_,,33.43,,,,,,,,,,,,,,,
Ednei633,,33.43,,,,,,,,,,,,,,,
Bebetapatriota,,33.4,,,,,,,,,,,,,,,
sandermatias3,,33.39,,,,,,,,,,,,,,,
WendellArajo16,,33.37,,,,,,,,,,,,,,,
corina_manoel,,33.36,,,,,,,,,,,,,,,
NegoBoy73,,33.34,,,,,,,,,,,,,,,
IranildeDeSouz2,,33.34,,,,,,,,,,,,,,,
AmazonaCunha,,33.34,,,,,,,,,,,,,,,
baraunense,,33.31,,,,,,,,,,,,,,,
ThiagoNetto1914,,33.31,,,,,,,,,,,,,,,
MiguelNetoFox1,,33.31,,,,,,,,,,,,,,,
abel_carriel,,33.3,,,,,,,,,,,,,,,
MariussiValmor,,33.3,,,,,,,,,,,,,,,
NeyVasconcelos4,,33.3,,,,,,,,,,,,,,,
Sanfox,,33.27,,,,,,,,,,,,,,,
Ivone_Goulart,,33.27,,,,,,,,,,,,,,,
elianecastro22,,33.24,,,,,,,,,,,,,,,
FilintroA,,33.24,,,,,,,,,,,,,,,
DiegoViniciuss,,33.22,,,,,,,,,,,,,,,
theo_Matheu,,33.2,,,,,,,,,,,,,,,
jrpetrucci,,33.2,,,,,,,,,,,,,,,
ecardososantos,,33.19,,,,,,,,,,,,,,,
lamers_r,,33.18,,,,,,,,,,,,,,,
BaroniNilce,,33.17,,,,,,,,,,,,,,,
bbluesddog,,33.16,,,,,,,,,,,,,,,
EspiritoRaquel,,33.15,,,,,,,,,,,,,,,
80sjuniorr,,33.11,,,,,,,,,,,,,,,
marciagomes26,,33.08,,,,,,,,,,,,,,,
Douglas_CMM,,33.05,,,,,,,,,,,,,,,
19JRMU,,33.04,,,,,,,,,,,,,,,
jvdobrasill,,33.03,,,,,,,,,,,,,,,
anandakaren2,,33.01,,,,,,,,,,,,,,,
NATHANSOARESBO1,,33.0,,,,,,,,,,,,,,,
Veronicaitu,,32.99,,,,,,,,,,,,,,,
toninhaaraujo,,32.96,,,,,,,,,,,,,,,
Ronaldo50rocha,,32.95,,,,,,,,,,,,,,,
marleyguibson1,,32.95,,,,,,,,,,,,,,,
Minion_Marcia,,32.93,,,,,,,,,,,,,,,
Taniamiltinho,,32.92,,,,,,,,,,,,,,,
cenewa,,32.91,,,,,,,,,,,,,,,
Edu_Casss,,32.88,,,,,,,,,,,,,,,
JeniferTestolin,,32.88,,,,,,,,,,,,,,,
Josielssilva,,32.87,,,,,,,,,,,,,,,
aline_escoura,,32.83,,,,,,,,,,,,,,,
indiy1,,32.82,,,,,,,,,,,,,,,
Oliveiras1234,,32.79,,,,,,,,,,,,,,,
VitorKHS,,32.76,,,,,,,,,,,,,,,
LidianeGripp,,32.75,,,,,,,,,,,,,,,
AdnilsonDezinho,,32.73,,,,,,,,,,,,,,,
joseanneMoura69,,32.71,,,,,,,,,,,,,,,
Suelialvarez1,,32.69,,,,,,,,,,,,,,,
PastorPauloVEN2,,32.68,,,,,,,,,,,,,,,
nunanivre,,32.65,,,,,,,,,,,,,,,
141Jonathas,,32.65,,,,,,,,,,,,,,,
cabojunioamaral,,32.62,,,,,,,,,,,,,,,
vera_cid,,32.62,,,,,,,,,,,,,,,
cigrilo127,,32.6,,,,,,,,,,,,,,,
GuaBR,,32.58,,,,,,,,,,,,,,,
GermanoCoelho2,,32.58,,,,,,,,,,,,,,,
evertonPa38,,32.57,,,,,,,,,,,,,,,
MsJacobsen,,32.56,,,,,,,,,,,,,,,
MaurodMoura,,32.54,,,,,,,,,,,,,,,
ErikaFe44535673,,32.54,,,,,,,,,,,,,,,
lksfda,,32.53,,,,,,,,,,,,,,,
GildaTeixeira7,,32.5,,,,,,,,,,,,,,,
eduscarv,,32.48,,,,,,,,,,,,,,,
lucyanacruz,,32.45,,,,,,,,,,,,,,,
claudiosantosal,,32.44,,,,,,,,,,,,,,,
AndrwanderleyF1,,32.38,,,,,,,,,,,,,,,
DaniloBalas,,32.36,,,,,,,,,,,,,,,
Marciojr1985,,32.33,,,,,,,,,,,,,,,
JosuMonteiro18,,32.32,,,,,,,,,,,,,,,
webspr,,32.3,,,,,,,,,,,,,,,
AnaReisChaud,,32.28,,,,,,,,,,,,,,,
capitu510,,32.27,,,,,,,,,,,,,,,
CintiaBernardi7,,32.26,,,,,,,,,,,,,,,
solanow_,,32.25,,,,,,,,,,,,,,,
osmar_64,,32.23,,,,,,,,,,,,,,,
Rafaelsfc12,,32.18,,,,,,,,,,,,,,,
Sergio_Miro,,32.18,,,,,,,,,,,,,,,
Amaralluana23,,32.14,,,,,,,,,,,,,,,
SuzanaR84490503,,32.14,,,,,,,,,,,,,,,
ezequiel04dias,,32.13,,,,,,,,,,,,,,,
Val_Silva0702,,32.08,,,,,,,,,,,,,,,
Joani_Gomes,,32.04,,,,,,,,,,,,,,,
VeraPizzinatto,,32.03,,,,,,,,,,,,,,,
Buurrne,,31.99,,,,,,,,,,,,,,,
anonimo_cirista,,31.99,,,,,,,,,,,,,,,
GuinterTex,,31.99,,,,,,,,,,,,,,,
ericbranquinho,,31.97,,,,,,,,,,,,,,,
sbuhatem,,31.96,,,,,,,,,,,,,,,
MarcianaAgosti4,,31.96,,,,,,,,,,,,,,,
MeireAp89,,31.93,,,,,,,,,,,,,,,
igorjfigueired1,,31.89,,,,,,,,,,,,,,,
Jadermendes39,,31.88,,,,,,,,,,,,,,,
VictorPcvictor,,31.87,,,,,,,,,,,,,,,
mltoledo,,31.84,,,,,,,,,,,,,,,
IvanSilvaManaus,,31.82,,,,,,,,,,,,,,,
ChataUrika,,31.8,,,,,,,,,,,,,,,
DaviOli94223996,,31.78,,,,,,,,,,,,,,,
CibeleSouza_,,31.77,,,,,,,,,,,,,,,
fragafisio,,31.76,,,,,,,,,,,,,,,
JofrePass,,31.72,,,,,,,,,,,,,,,
calamitalu,,31.69,,,,,,,,,,,,,,,
BrosigBriscese,,31.68,,,,,,,,,,,,,,,
ClaytonPE,,31.68,,,,,,,,,,,,,,,
Felipe_FBF22,,31.63,,,,,,,,,,,,,,,
Insolentedobem,,31.61,,,,,,,,,,,,,,,
lipes_de,,31.57,,,,,,,,,,,,,,,
pkarabourniotis,,31.53,,,,,,,,,,,,,,,
PTR552,,31.51,,,,,,,,,,,,,,,
OdairJosefrSEP,,31.49,,,,,,,,,,,,,,,
mellofr1978,,31.41,,,,,,,,,,,,,,,
BertilhaS,,31.4,,,,,,,,,,,,,,,
gobbo_graciela,,31.39,,,,,,,,,,,,,,,
MarileudeAlves,,31.36,,,,,,,,,,,,,,,
ppgkq,,31.34,,,,,,,,,,,,,,,
Ryedell,,31.34,,,,,,,,,,,,,,,
Chigue11,,31.33,,,,,,,,,,,,,,,
IltonSouza69,,31.33,,,,,,,,,,,,,,,
OrienteRogerio,,31.32,,,,,,,,,,,,,,,
Nei777,,31.27,,,,,,,,,,,,,,,
LuppiFabi,,31.26,,,,,,,,,,,,,,,
TrendAlexsander,,31.25,,,,,,,,,,,,,,,
Pixote_RJ,,31.23,,,,,,,,,,,,,,,
Krikalopes22,,31.22,,,,,,,,,,,,,,,
Gui_DominguesJF,,31.22,,,,,,,,,,,,,,,
rosienesol,,31.19,,,,,,,,,,,,,,,
maikovieira,,31.14,,,,,,,,,,,,,,,
Pri__Rodriguees,,31.12,,,,,,,,,,,,,,,
luciane_galli,,31.12,,,,,,,,,,,,,,,
JA14387221,,31.11,,,,,,,,,,,,,,,
AC_Moreiraa,,31.1,,,,,,,,,,,,,,,
sorayacamargo5,,31.08,,,,,,,,,,,,,,,
Adaldey1,,31.07,,,,,,,,,,,,,,,
GustavoFantini4,,31.07,,,,,,,,,,,,,,,
Ricardo36637763,,31.06,,,,,,,,,,,,,,,
guirio,,31.04,,,,,,,,,,,,,,,
AdrianaFrota10,,31.03,,,,,,,,,,,,,,,
ThyaneGG,,31.02,,,,,,,,,,,,,,,
LEVIGERMANO,,31.02,,,,,,,,,,,,,,,
moretti_elza,,31.01,,,,,,,,,,,,,,,
MarioCarvalho28,,30.97,,,,,,,,,,,,,,,
WBertocheJr,,30.97,,,,,,,,,,,,,,,
giogiobeltrami,,30.97,,,,,,,,,,,,,,,
GreilichMario,,30.96,,,,,,,,,,,,,,,
Meinhavelhinha,,30.92,,,,,,,,,,,,,,,
ameliasouza45,,30.91,,,,,,,,,,,,,,,
JardelAnjoss,,30.91,,,,,,,,,,,,,,,
2aGrazi,,30.9,,,,,,,,,,,,,,,
Runway04R,,30.9,,,,,,,,,,,,,,,
henriquedarknes,,30.84,,,,,,,,,,,,,,,
alexxlucan,,30.83,,,,,,,,,,,,,,,
Vinnycoutobsb,,30.83,,,,,,,,,,,,,,,
MariaAmliaMont1,,30.82,,,,,,,,,,,,,,,
rogerrcarvalho1,,30.82,,,,,,,,,,,,,,,
JucaGalo38,,30.81,,,,,,,,,,,,,,,
joseph_05092003,,30.8,,,,,,,,,,,,,,,
lobaorj,,30.8,,,,,,,,,,,,,,,
JAPitta011,,30.78,,,,,,,,,,,,,,,
marlon_pinto,,30.78,,,,,,,,,,,,,,,
JairRodriguesJ4,,30.74,,,,,,,,,,,,,,,
bergmenezes73,,30.73,,,,,,,,,,,,,,,
Ricardo18243260,,30.68,,,,,,,,,,,,,,,
jurdovale,,30.67,,,,,,,,,,,,,,,
Talvez_Luis,,30.66,,,,,,,,,,,,,,,
edusantoslocut1,,30.65,,,,,,,,,,,,,,,
leana_gnata,,30.64,,,,,,,,,,,,,,,
katiami46118462,,30.64,,,,,,,,,,,,,,,
PoliticalExecu1,,30.62,,,,,,,,,,,,,,,
ROSANAREIGOTA,,30.62,,,,,,,,,,,,,,,
GabrielAraujoTM,,30.62,,,,,,,,,,,,,,,
jomarsb,,30.6,,,,,,,,,,,,,,,
_alancanny,,30.58,,,,,,,,,,,,,,,
ferando_santana,,30.58,,,,,,,,,,,,,,,
carolicarmike,,30.58,,,,,,,,,,,,,,,
MarquardtPaulo,,30.55,,,,,,,,,,,,,,,
Thamiresoolivei,,30.52,,,,,,,,,,,,,,,
Helitinho68,,30.48,,,,,,,,,,,,,,,
Nica63656040,,30.45,,,,,,,,,,,,,,,
MSchlemm,,30.44,,,,,,,,,,,,,,,
Leon23rj,,30.43,,,,,,,,,,,,,,,
JoaoAlencar65,,30.42,,,,,,,,,,,,,,,
Ronaldo0407,,30.42,,,,,,,,,,,,,,,
ruivanaro,,30.4,,,,,,,,,,,,,,,
Jose10737700,,30.37,,,,,,,,,,,,,,,
luizpalhota,,30.36,,,,,,,,,,,,,,,
jmcoj,,30.35,,,,,,,,,,,,,,,
vitorsaoleo,,30.33,,,,,,,,,,,,,,,
CoelhoRiego,,30.32,,,,,,,,,,,,,,,
JaniseMartins,,30.3,,,,,,,,,,,,,,,
JooScrates3,,30.27,,,,,,,,,,,,,,,
luanzin_n9,,30.26,,,,,,,,,,,,,,,
brunamartinscb,,30.24,,,,,,,,,,,,,,,
chacalcot1,,30.22,,,,,,,,,,,,,,,
MariahSouzzaa,,30.19,,,,,,,,,,,,,,,
PabloRobertoM22,,30.18,,,,,,,,,,,,,,,
S4771V,,30.17,,,,,,,,,,,,,,,
nilce_baroni,,30.15,,,,,,,,,,,,,,,
gansoaf,,30.15,,,,,,,,,,,,,,,
LuisJos93738917,,30.12,,,,,,,,,,,,,,,
DautuP,,30.09,,,,,,,,,,,,,,,
MarinhoBr18,,30.08,,,,,,,,,,,,,,,
EliasPatrcioJr,,30.08,,,,,,,,,,,,,,,
ItachiRodrigue9,,30.07,,,,,,,,,,,,,,,
LucioVasconcel5,,30.04,,,,,,,,,,,,,,,
RobimRL,,30.03,,,,,,,,,,,,,,,
SAVEDRACOSME,,30.02,,,,,,,,,,,,,,,
Roberto_Bozzo,,30.02,,,,,,,,,,,,,,,
meloraffa16,,30.0,,,,,,,,,,,,,,,
GildasioLeopol1,,30.0,,,,,,,,,,,,,,,
21_guedes,,3.86,,,,,,,,,,,,,,,
o_jotha,,3.81,,,,,,,,,,,,,,,
djs_dv,,3.73,,,,,,,,,,,,,,,
Davidbener01,,3.71,,,,,,,,,,,,,,,
D4MC1,,3.67,,,,,,,,,,,,,,,
joakcy,,3.55,,,,,,,,,,,,,,,
10jr9,,3.52,,,,,,,,,,,,,,,
WfRogerio,,3.5,,,,,,,,,,,,,,,
carlosrvsilva,,3.5,,,,,,,,,,,,,,,
SiqRic,,3.5,,,,,,,,,,,,,,,
Annasantos2222,,3.42,,,,,,,,,,,,,,,
Sussumu_eda,,3.2,,,,,,,,,,,,,,,
Fdone81,,3.12,,,,,,,,,,,,,,,
ReiinaldoCostaa,,3.04,,,,,,,,,,,,,,,
cmap80,,3.03,,,,,,,,,,,,,,,
DanielAlvesAlb1,,29.99,,,,,,,,,,,,,,,
cria2004,,29.97,,,,,,,,,,,,,,,
JosnilDornellas,,29.96,,,,,,,,,,,,,,,
jonasccarva,,29.95,,,,,,,,,,,,,,,
ApgamaKa,,29.89,,,,,,,,,,,,,,,
RoseBarone4,,29.89,,,,,,,,,,,,,,,
alemaobald,,29.83,,,,,,,,,,,,,,,
rdandrade02,,29.82,,,,,,,,,,,,,,,
Caitola1914,,29.82,,,,,,,,,,,,,,,
ViniciusRJ0,,29.81,,,,,,,,,,,,,,,
vulcaneiro900,,29.81,,,,,,,,,,,,,,,
DoctorNaro,,29.81,,,,,,,,,,,,,,,
SandraZanfra,,29.81,,,,,,,,,,,,,,,
heliomariz,,29.81,,,,,,,,,,,,,,,
Dmais5,,29.8,,,,,,,,,,,,,,,
betosilva5356,,29.78,,,,,,,,,,,,,,,
